county,office,district,party,candidate,votes
ADAIR,Governor,,REP,"Long, Scott",43
ADAIR,Governor,,REP,"Steelman, Sarah",178
ADAIR,Governor,,REP,"Hulshof, Kenny",1328
ADAIR,Governor,,REP,"Sievers, Jennie Lee (Jen)",19
ADAIR,Governor,,DEM,"Nixon, Jeremiah W. (Jay)",1061
ADAIR,Governor,,DEM,"Carroll, Daniel",133
ADAIR,Governor,,LIB,"Finkenstadt, Andrew W.",12
ADAIR,Lieutenant Governor,,REP,"Kinder, Peter",1108
ADAIR,Lieutenant Governor,,REP,"Sims, Paul Douglas",164
ADAIR,Lieutenant Governor,,REP,"Hodge, Arthur Sr.",86
ADAIR,Lieutenant Governor,,DEM,"Page, Sam",535
ADAIR,Lieutenant Governor,,DEM,"Carter, Michael E.",121
ADAIR,Lieutenant Governor,,DEM,"Tolbert, Richard Charles",64
ADAIR,Lieutenant Governor,,DEM,"Plattner, Becky L.",94
ADAIR,Lieutenant Governor,,DEM,"Williams, Mary",156
ADAIR,Lieutenant Governor,,DEM,"Metzger, C. Lillian",56
ADAIR,Lieutenant Governor,,LIB,"Fleck, Teddy",11
ADAIR,Secretary of State,,REP,"Hubbard, Mitchell (Mitch)",1238
ADAIR,Secretary of State,,DEM,"Carnahan, Robin",1123
ADAIR,Secretary of State,,LIB,"Upchurch, Wes",13
ADAIR,State Treasurer,,REP,"Lager, Brad",1217
ADAIR,State Treasurer,,DEM,"Powell, Mark",360
ADAIR,State Treasurer,,DEM,"Zweifel, Clint",137
ADAIR,State Treasurer,,DEM,"Simckes, Andria Danine",215
ADAIR,State Treasurer,,DEM,"Wheeler, Charles B.",278
ADAIR,Attorney General,,REP,"Gibbons, Mike",1242
ADAIR,Attorney General,,DEM,"Koster, Chris",284
ADAIR,Attorney General,,DEM,"Donnelly, Margaret",373
ADAIR,Attorney General,,DEM,"Harris, Jeff",291
ADAIR,Attorney General,,DEM,"Williams, Molly",125
ADAIR,U.S. House,9,REP,"Onder, Bob",634
ADAIR,U.S. House,9,REP,"Bishir, Dan",32
ADAIR,U.S. House,9,REP,"Moore, Danielle (Danie)",213
ADAIR,U.S. House,9,REP,"Olivo, Brock",108
ADAIR,U.S. House,9,REP,"Luetkemeyer, Blaine",517
ADAIR,U.S. House,9,DEM,"Gaw, Steve",528
ADAIR,U.S. House,9,DEM,"Baker, Judy",484
