slug,election_id,race_id,office,district,special
20141104__mo__general,750003143,750011657,State House,21,
20141104__mo__general,750003143,750011658,State House,22,
20141104__mo__general,750003143,750011659,State House,23,
20141104__mo__general,750003143,750011660,State House,24,
20141104__mo__general,750003143,750011661,State House,25,
20141104__mo__general,750003143,750011662,State House,26,
20141104__mo__general,750003143,750011663,State House,27,
20141104__mo__general,750003143,750011664,State House,28,
20141104__mo__general,750003143,750011665,State House,29,
20141104__mo__general,750003143,750011666,State House,30,
20141104__mo__general,750003143,750011667,State House,31,
20141104__mo__general,750003143,750011668,State House,32,
20141104__mo__general,750003143,750011669,State House,33,
20141104__mo__general,750003143,750011670,State House,34,
20141104__mo__general,750003143,750011671,State House,35,
20141104__mo__general,750003143,750011672,State House,36,
20141104__mo__general,750003143,750011673,State House,37,
20141104__mo__general,750003143,750011674,State House,38,
20141104__mo__general,750003143,750011675,State House,39,
20141104__mo__general,750003143,750011676,State House,40,
20141104__mo__general,750003143,750011677,State House,41,
20141104__mo__general,750003143,750011678,State House,42,
20141104__mo__general,750003143,750011679,State House,43,
20141104__mo__general,750003143,750011680,State House,44,
20141104__mo__general,750003143,750011681,State House,45,
20141104__mo__general,750003143,750011682,State House,46,
20141104__mo__general,750003143,750011683,State House,47,
20141104__mo__general,750003143,750011684,State House,48,
20141104__mo__general,750003143,750011685,State House,49,
20141104__mo__general,750003143,750011686,State House,50,
20141104__mo__general,750003143,750011687,State House,51,
20141104__mo__general,750003143,750011688,State House,52,
20141104__mo__general,750003143,750011689,State House,53,
20141104__mo__general,750003143,750011690,State House,54,
20141104__mo__general,750003143,750011691,State House,55,
20141104__mo__general,750003143,750011692,State House,56,
20141104__mo__general,750003143,750011693,State House,57,
20141104__mo__general,750003143,750011694,State House,58,
20141104__mo__general,750003143,750011695,State House,59,
20141104__mo__general,750003143,750011696,State House,60,
20141104__mo__general,750003143,750011697,State House,61,
20141104__mo__general,750003143,750011698,State House,62,
20141104__mo__general,750003143,750011699,State House,63,
20141104__mo__general,750003143,750011700,State House,64,
20141104__mo__general,750003143,750011701,State House,65,
20141104__mo__general,750003143,750011702,State House,66,
20141104__mo__general,750003143,750011703,State House,67,
20141104__mo__general,750003143,750011704,State House,68,
20141104__mo__general,750003143,750011705,State House,69,
20141104__mo__general,750003143,750011707,State House,70,
20141104__mo__general,750003143,750011708,State House,71,
20141104__mo__general,750003143,750011709,State House,72,
20141104__mo__general,750003143,750011710,State House,73,
20141104__mo__general,750003143,750011719,State House,74,
20141104__mo__general,750003143,750011719,State House,75,
20141104__mo__general,750003143,750011720,State House,76,
20141104__mo__general,750003143,750011721,State House,77,
20141104__mo__general,750003143,750011722,State House,78,
20141104__mo__general,750003143,750011723,State House,79,
20141104__mo__general,750003143,750011724,State House,80,
20141104__mo__general,750003143,750011725,State House,81,
20141104__mo__general,750003143,750011726,State House,82,
20141104__mo__general,750003143,750011727,State House,83,
20141104__mo__general,750003143,750011728,State House,84,
20141104__mo__general,750003143,750011729,State House,85,
20141104__mo__general,750003143,750011730,State House,86,
20141104__mo__general,750003143,750011731,State House,87,
20141104__mo__general,750003143,750011732,State House,88,
20141104__mo__general,750003143,750011733,State House,89,
20141104__mo__general,750003143,750011734,State House,90,
20141104__mo__general,750003143,750011735,State House,91,
20141104__mo__general,750003143,750011736,State House,92,
20141104__mo__general,750003143,750011737,State House,93,
20141104__mo__general,750003143,750011738,State House,94,
20141104__mo__general,750003143,750011739,State House,95,
20141104__mo__general,750003143,750011740,State House,96,
20141104__mo__general,750003143,750011741,State House,97,
20141104__mo__general,750003143,750011742,State House,98,
20141104__mo__general,750003143,750011743,State House,99,
20141104__mo__general,750003143,750011744,State House,100,
20141104__mo__general,750003143,750011745,State House,101,
20141104__mo__general,750003143,750011746,State House,102,
20141104__mo__general,750003143,750011747,State House,103,
20141104__mo__general,750003143,750011748,State House,104,
20141104__mo__general,750003143,750011749,State House,105,
20141104__mo__general,750003143,750011750,State House,106,
20141104__mo__general,750003143,750011751,State House,107,
20141104__mo__general,750003143,750011752,State House,108,
20141104__mo__general,750003143,750011753,State House,109,
20141104__mo__general,750003143,750011754,State House,110,
20141104__mo__general,750003143,750012987,State House,111,
20141104__mo__general,750003143,750012986,State House,112,
20141104__mo__general,750003143,750012988,State House,113,
20141104__mo__general,750003143,750012989,State House,114,
20141104__mo__general,750003143,750012990,State House,115,
20141104__mo__general,750003143,750012991,State House,116,
20141104__mo__general,750003143,750012992,State House,117,
20141104__mo__general,750003143,750012993,State House,118,
20141104__mo__general,750003143,750012994,State House,119,
20141104__mo__general,750003143,750012995,State House,120,
20141104__mo__general,750003143,750012996,State House,121,
20141104__mo__general,750003143,750012997,State House,122,
20141104__mo__general,750003143,750012998,State House,123,
20141104__mo__general,750003143,750012999,State House,124,
20141104__mo__general,750003143,750013000,State House,125,
20141104__mo__general,750003143,750013001,State House,126,
20141104__mo__general,750003143,750013002,State House,127,
20141104__mo__general,750003143,750013003,State House,128,
20141104__mo__general,750003143,750013004,State House,129,
20141104__mo__general,750003143,750013005,State House,130,
20141104__mo__general,750003143,750013006,State House,131,
20141104__mo__general,750003143,750013008,State House,132,
20141104__mo__general,750003143,750013009,State House,133,
20141104__mo__general,750003143,750013633,State House,134,
20141104__mo__general,750003143,750013011,State House,135,
20141104__mo__general,750003143,750013012,State House,136,
20141104__mo__general,750003143,750013013,State House,137,
20141104__mo__general,750003143,750013014,State House,138,
20141104__mo__general,750003143,750013015,State House,139,
20141104__mo__general,750003143,750013016,State House,140,
20141104__mo__general,750003143,750013017,State House,141,
20141104__mo__general,750003143,750013018,State House,142,
20141104__mo__general,750003143,750013019,State House,143,
20141104__mo__general,750003143,750013020,State House,144,
20141104__mo__general,750003143,750013021,State House,145,
20141104__mo__general,750003143,750013022,State House,146,
20141104__mo__general,750003143,750013023,State House,147,
20141104__mo__general,750003143,750013024,State House,148,
20141104__mo__general,750003143,750011755,State House,149,
20141104__mo__general,750003143,750011756,State House,150,
20141104__mo__general,750003143,750011757,State House,151,
20141104__mo__general,750003143,750011758,State House,152,
20141104__mo__general,750003143,750011759,State House,153,
20141104__mo__general,750003143,750011760,State House,154,
20141104__mo__general,750003143,750011761,State House,155,
20141104__mo__general,750003143,750011762,State House,156,
20141104__mo__general,750003143,750011763,State House,157,
20141104__mo__general,750003143,750011764,State House,158,
20141104__mo__general,750003143,750011765,State House,159,
20141104__mo__general,750003143,750011766,State House,160,
20141104__mo__general,750003143,750011767,State House,161,
20141104__mo__general,750003143,750011768,State House,162,
20141104__mo__general,750003143,750011769,State House,163,
20140805__mo__special__general__state_house__151,55522222,750017446,State House,151,TRUE
20140805__mo__primary,750002907,460006719,State Auditor,,
20140805__mo__primary,750002907,750011540,U.S. House,1,
20140805__mo__primary,750002907,750011541,U.S. House,2,
20140805__mo__primary,750002907,750011542,U.S. House,3,
20140805__mo__primary,750002907,750011543,U.S. House,4,
20140805__mo__primary,750002907,750011544,U.S. House,5,
20140805__mo__primary,750002907,750011545,U.S. House,6,
20140805__mo__primary,750002907,750011546,U.S. House,7,
20140805__mo__primary,750002907,750011547,U.S. House,8,
20140805__mo__primary,750002907,750011620,State Senate,2,
20140805__mo__primary,750002907,750011621,State Senate,4,
20140805__mo__primary,750002907,750011622,State Senate,6,
20140805__mo__primary,750002907,750011623,State Senate,8,
20140805__mo__primary,750002907,750011624,State Senate,10,
20140805__mo__primary,750002907,750011625,State Senate,12,
20140805__mo__primary,750002907,750011626,State Senate,14,
20140805__mo__primary,750002907,750011627,State Senate,16,
20140805__mo__primary,750002907,750011628,State Senate,18,
20140805__mo__primary,750002907,750011629,State Senate,20,
20140805__mo__primary,750002907,750013631,State Senate,22,
20140805__mo__primary,750002907,750011631,State Senate,24,
20140805__mo__primary,750002907,750011632,State Senate,26,
20140805__mo__primary,750002907,750011633,State Senate,28,
20140805__mo__primary,750002907,750011634,State Senate,30,
20140805__mo__primary,750002907,750011635,State Senate,32,
20140805__mo__primary,750002907,750011636,State Senate,34,
20140805__mo__primary,750002907,750011637,State House,1,
20140805__mo__primary,750002907,750011638,State House,2,
20140805__mo__primary,750002907,750011639,State House,3,
20140805__mo__primary,750002907,750011640,State House,4,
20140805__mo__primary,750002907,750011641,State House,5,
20140805__mo__primary,750002907,750011642,State House,6,
20140805__mo__primary,750002907,750011643,State House,7,
20140805__mo__primary,750002907,750011644,State House,8,
20140805__mo__primary,750002907,750011645,State House,9,
20140805__mo__primary,750002907,750011646,State House,10,
20140805__mo__primary,750002907,750011647,State House,11,
20140805__mo__primary,750002907,750011648,State House,12,
20140805__mo__primary,750002907,750011649,State House,13,
20140805__mo__primary,750002907,750011650,State House,14,
20140805__mo__primary,750002907,750011651,State House,15,
20140805__mo__primary,750002907,750011652,State House,16,
20140805__mo__primary,750002907,750011653,State House,17,
20140805__mo__primary,750002907,750011654,State House,18,
20140805__mo__primary,750002907,750011655,State House,19,
20140805__mo__primary,750002907,750011656,State House,20,
20140805__mo__primary,750002907,750011657,State House,21,
20140805__mo__primary,750002907,750011658,State House,22,
20140805__mo__primary,750002907,750011659,State House,23,
20140805__mo__primary,750002907,750011660,State House,24,
20140805__mo__primary,750002907,750011661,State House,25,
20140805__mo__primary,750002907,750011662,State House,26,
20140805__mo__primary,750002907,750011663,State House,27,
20140805__mo__primary,750002907,750011664,State House,28,
20140805__mo__primary,750002907,750011665,State House,29,
20140805__mo__primary,750002907,750011666,State House,30,
20140805__mo__primary,750002907,750011667,State House,31,
20140805__mo__primary,750002907,750011668,State House,32,
20140805__mo__primary,750002907,750011669,State House,33,
20140805__mo__primary,750002907,750011670,State House,34,
20140805__mo__primary,750002907,750011671,State House,35,
20140805__mo__primary,750002907,750011672,State House,36,
20140805__mo__primary,750002907,750011673,State House,37,
20140805__mo__primary,750002907,750011674,State House,38,
20140805__mo__primary,750002907,750011675,State House,39,
20140805__mo__primary,750002907,750011676,State House,40,
20140805__mo__primary,750002907,750011677,State House,41,
20140805__mo__primary,750002907,750011678,State House,42,
20140805__mo__primary,750002907,750011679,State House,43,
20140805__mo__primary,750002907,750011680,State House,44,
20140805__mo__primary,750002907,750011681,State House,45,
20140805__mo__primary,750002907,750011682,State House,46,
20140805__mo__primary,750002907,750011683,State House,47,
20140805__mo__primary,750002907,750011684,State House,48,
20140805__mo__primary,750002907,750011685,State House,49,
20140805__mo__primary,750002907,750011686,State House,50,
20140805__mo__primary,750002907,750011687,State House,51,
20140805__mo__primary,750002907,750011688,State House,52,
20140805__mo__primary,750002907,750011689,State House,53,
20140805__mo__primary,750002907,750011690,State House,54,
20140805__mo__primary,750002907,750011691,State House,55,
20140805__mo__primary,750002907,750011692,State House,56,
20140805__mo__primary,750002907,750011693,State House,57,
20140805__mo__primary,750002907,750011694,State House,58,
20140805__mo__primary,750002907,750011695,State House,59,
20140805__mo__primary,750002907,750011696,State House,60,
20140805__mo__primary,750002907,750011697,State House,61,
20140805__mo__primary,750002907,750011698,State House,62,
20140805__mo__primary,750002907,750011699,State House,63,
20140805__mo__primary,750002907,750011700,State House,64,
20140805__mo__primary,750002907,750011701,State House,65,
20140805__mo__primary,750002907,750011702,State House,66,
20140805__mo__primary,750002907,750011703,State House,67,
20140805__mo__primary,750002907,750011704,State House,68,
20140805__mo__primary,750002907,750011705,State House,69,
20140805__mo__primary,750002907,750011707,State House,70,
20140805__mo__primary,750002907,750011708,State House,71,
20140805__mo__primary,750002907,750011709,State House,72,
20140805__mo__primary,750002907,750011710,State House,73,
20140805__mo__primary,750002907,750011719,State House,74,
20140805__mo__primary,750002907,750011719,State House,75,
20140805__mo__primary,750002907,750011720,State House,76,
20140805__mo__primary,750002907,750011721,State House,77,
20140805__mo__primary,750002907,750011722,State House,78,
20140805__mo__primary,750002907,750011723,State House,79,
20140805__mo__primary,750002907,750011724,State House,80,
20140805__mo__primary,750002907,750011725,State House,81,
20140805__mo__primary,750002907,750011726,State House,82,
20140805__mo__primary,750002907,750011727,State House,83,
20140805__mo__primary,750002907,750011728,State House,84,
20140805__mo__primary,750002907,750011729,State House,85,
20140805__mo__primary,750002907,750011730,State House,86,
20140805__mo__primary,750002907,750011731,State House,87,
20140805__mo__primary,750002907,750011732,State House,88,
20140805__mo__primary,750002907,750011733,State House,89,
20140805__mo__primary,750002907,750011734,State House,90,
20140805__mo__primary,750002907,750011735,State House,91,
20140805__mo__primary,750002907,750011736,State House,92,
20140805__mo__primary,750002907,750011737,State House,93,
20140805__mo__primary,750002907,750011738,State House,94,
20140805__mo__primary,750002907,750011739,State House,95,
20140805__mo__primary,750002907,750011740,State House,96,
20140805__mo__primary,750002907,750011741,State House,97,
20140805__mo__primary,750002907,750011742,State House,98,
20140805__mo__primary,750002907,750011743,State House,99,
20140805__mo__primary,750002907,750011744,State House,100,
20140805__mo__primary,750002907,750011745,State House,101,
20140805__mo__primary,750002907,750011746,State House,102,
20140805__mo__primary,750002907,750011747,State House,103,
20140805__mo__primary,750002907,750011748,State House,104,
20140805__mo__primary,750002907,750011749,State House,105,
20140805__mo__primary,750002907,750011750,State House,106,
20140805__mo__primary,750002907,750011751,State House,107,
20140805__mo__primary,750002907,750011752,State House,108,
20140805__mo__primary,750002907,750011753,State House,109,
20140805__mo__primary,750002907,750011754,State House,110,
20140805__mo__primary,750002907,750012987,State House,111,
20140805__mo__primary,750002907,750012986,State House,112,
20140805__mo__primary,750002907,750012988,State House,113,
20140805__mo__primary,750002907,750012989,State House,114,
20140805__mo__primary,750002907,750012990,State House,115,
20140805__mo__primary,750002907,750012991,State House,116,
20140805__mo__primary,750002907,750012992,State House,117,
20140805__mo__primary,750002907,750012993,State House,118,
20140805__mo__primary,750002907,750012994,State House,119,
20140805__mo__primary,750002907,750012995,State House,120,
20140805__mo__primary,750002907,750012996,State House,121,
20140805__mo__primary,750002907,750012997,State House,122,
20140805__mo__primary,750002907,750012998,State House,123,
20140805__mo__primary,750002907,750012999,State House,124,
20140805__mo__primary,750002907,750013000,State House,125,
20140805__mo__primary,750002907,750013001,State House,126,
20140805__mo__primary,750002907,750013002,State House,127,
20140805__mo__primary,750002907,750013003,State House,128,
20140805__mo__primary,750002907,750013004,State House,129,
20140805__mo__primary,750002907,750013005,State House,130,
20140805__mo__primary,750002907,750013006,State House,131,
20140805__mo__primary,750002907,750013008,State House,132,
20140805__mo__primary,750002907,750013009,State House,133,
20140805__mo__primary,750002907,750013633,State House,134,
20140805__mo__primary,750002907,750013011,State House,135,
20140805__mo__primary,750002907,750013012,State House,136,
20140805__mo__primary,750002907,750013013,State House,137,
20140805__mo__primary,750002907,750013014,State House,138,
20140805__mo__primary,750002907,750013015,State House,139,
20140805__mo__primary,750002907,750013016,State House,140,
20140805__mo__primary,750002907,750013017,State House,141,
20140805__mo__primary,750002907,750013018,State House,142,
20140805__mo__primary,750002907,750013019,State House,143,
20140805__mo__primary,750002907,750013020,State House,144,
20140805__mo__primary,750002907,750013021,State House,145,
20140805__mo__primary,750002907,750013022,State House,146,
20140805__mo__primary,750002907,750013023,State House,147,
20140805__mo__primary,750002907,750013024,State House,148,
20140805__mo__primary,750002907,750011755,State House,149,
20140805__mo__primary,750002907,750011756,State House,150,
20140805__mo__primary,750002907,750011757,State House,151,
20140805__mo__primary,750002907,750011758,State House,152,
20140805__mo__primary,750002907,750011759,State House,153,
20140805__mo__primary,750002907,750011760,State House,154,
20140805__mo__primary,750002907,750011761,State House,155,
20140805__mo__primary,750002907,750011762,State House,156,
20140805__mo__primary,750002907,750011763,State House,157,
20140805__mo__primary,750002907,750011764,State House,158,
20140805__mo__primary,750002907,750011765,State House,159,
20140805__mo__primary,750002907,750011766,State House,160,
20140805__mo__primary,750002907,750011767,State House,161,
20140805__mo__primary,750002907,750011768,State House,162,
20140805__mo__primary,750002907,750011769,State House,163,
20130604__mo__special__general,750002658,750011547,U.S. House,8,TRUE
20121106__mo__general,750002497,750003269,President,,
20121106__mo__general,750002497,461001092,U.S. Senate,,
20121106__mo__general,750002497,750002932,Governor,,
20121106__mo__general,750002497,750002933,Lieutenant Governor,,
20121106__mo__general,750002497,750002934,Secretary of State,,
20121106__mo__general,750002497,750002936,State Treasurer,,
20121106__mo__general,750002497,750002935,Attorney General,,
20121106__mo__general,750002497,750011540,U.S. House,1,
20121106__mo__general,750002497,750011541,U.S. House,2,
20121106__mo__general,750002497,750011542,U.S. House,3,
20121106__mo__general,750002497,750011543,U.S. House,4,
20121106__mo__general,750002497,750011544,U.S. House,5,
20121106__mo__general,750002497,750011545,U.S. House,6,
20121106__mo__general,750002497,750011546,U.S. House,7,
20121106__mo__general,750002497,750011547,U.S. House,8,
20121106__mo__general,750002497,750011603,State Senate,1,
20121106__mo__general,750002497,750011604,State Senate,3,
20121106__mo__general,750002497,750011605,State Senate,5,
20121106__mo__general,750002497,750011606,State Senate,7,
20121106__mo__general,750002497,750011607,State Senate,9,
20121106__mo__general,750002497,750011608,State Senate,11,
20121106__mo__general,750002497,750011609,State Senate,13,
20121106__mo__general,750002497,750011610,State Senate,15,
20121106__mo__general,750002497,750011611,State Senate,17,
20121106__mo__general,750002497,750011612,State Senate,19,
20121106__mo__general,750002497,750011613,State Senate,21,
20121106__mo__general,750002497,750011614,State Senate,23,
20121106__mo__general,750002497,750011615,State Senate,25,
20121106__mo__general,750002497,750013632,State Senate,27,
20121106__mo__general,750002497,750011617,State Senate,29,
20121106__mo__general,750002497,750011618,State Senate,31,
20121106__mo__general,750002497,750011619,State Senate,33,
20121106__mo__general,750002497,750011637,State House,1,
20121106__mo__general,750002497,750011638,State House,2,
20121106__mo__general,750002497,750011639,State House,3,
20121106__mo__general,750002497,750011640,State House,4,
20121106__mo__general,750002497,750011641,State House,5,
20121106__mo__general,750002497,750011642,State House,6,
20121106__mo__general,750002497,750011643,State House,7,
20121106__mo__general,750002497,750011644,State House,8,
20121106__mo__general,750002497,750011645,State House,9,
20121106__mo__general,750002497,750011646,State House,10,
20121106__mo__general,750002497,750011647,State House,11,
20121106__mo__general,750002497,750011648,State House,12,
20121106__mo__general,750002497,750011649,State House,13,
20121106__mo__general,750002497,750011650,State House,14,
20121106__mo__general,750002497,750011651,State House,15,
20121106__mo__general,750002497,750011652,State House,16,
20121106__mo__general,750002497,750011653,State House,17,
20121106__mo__general,750002497,750011654,State House,18,
20121106__mo__general,750002497,750011655,State House,19,
20121106__mo__general,750002497,750011656,State House,20,
20121106__mo__general,750002497,750011657,State House,21,
20121106__mo__general,750002497,750011658,State House,22,
20121106__mo__general,750002497,750011659,State House,23,
20121106__mo__general,750002497,750011660,State House,24,
20121106__mo__general,750002497,750011661,State House,25,
20121106__mo__general,750002497,750011662,State House,26,
20121106__mo__general,750002497,750011663,State House,27,
20121106__mo__general,750002497,750011664,State House,28,
20121106__mo__general,750002497,750011665,State House,29,
20121106__mo__general,750002497,750011666,State House,30,
20121106__mo__general,750002497,750011667,State House,31,
20121106__mo__general,750002497,750011668,State House,32,
20121106__mo__general,750002497,750011669,State House,33,
20121106__mo__general,750002497,750011670,State House,34,
20121106__mo__general,750002497,750011671,State House,35,
20121106__mo__general,750002497,750011672,State House,36,
20121106__mo__general,750002497,750011673,State House,37,
20121106__mo__general,750002497,750011674,State House,38,
20121106__mo__general,750002497,750011675,State House,39,
20121106__mo__general,750002497,750011676,State House,40,
20121106__mo__general,750002497,750011677,State House,41,
20121106__mo__general,750002497,750011678,State House,42,
20121106__mo__general,750002497,750011679,State House,43,
20121106__mo__general,750002497,750011680,State House,44,
20121106__mo__general,750002497,750011681,State House,45,
20121106__mo__general,750002497,750011682,State House,46,
20121106__mo__general,750002497,750011683,State House,47,
20121106__mo__general,750002497,750011684,State House,48,
20121106__mo__general,750002497,750011685,State House,49,
20121106__mo__general,750002497,750011686,State House,50,
20121106__mo__general,750002497,750011687,State House,51,
20121106__mo__general,750002497,750011688,State House,52,
20121106__mo__general,750002497,750011689,State House,53,
20121106__mo__general,750002497,750011690,State House,54,
20121106__mo__general,750002497,750011691,State House,55,
20121106__mo__general,750002497,750011692,State House,56,
20121106__mo__general,750002497,750011693,State House,57,
20121106__mo__general,750002497,750011694,State House,58,
20121106__mo__general,750002497,750011695,State House,59,
20121106__mo__general,750002497,750011696,State House,60,
20121106__mo__general,750002497,750011697,State House,61,
20121106__mo__general,750002497,750011698,State House,62,
20121106__mo__general,750002497,750011699,State House,63,
20121106__mo__general,750002497,750011700,State House,64,
20121106__mo__general,750002497,750011701,State House,65,
20121106__mo__general,750002497,750011702,State House,66,
20121106__mo__general,750002497,750011703,State House,67,
20121106__mo__general,750002497,750011704,State House,68,
20121106__mo__general,750002497,750011705,State House,69,
20121106__mo__general,750002497,750011707,State House,70,
20121106__mo__general,750002497,750011708,State House,71,
20121106__mo__general,750002497,750011709,State House,72,
20121106__mo__general,750002497,750011710,State House,73,
20121106__mo__general,750002497,750011719,State House,74,
20121106__mo__general,750002497,750011719,State House,75,
20121106__mo__general,750002497,750011720,State House,76,
20121106__mo__general,750002497,750011721,State House,77,
20121106__mo__general,750002497,750011722,State House,78,
20121106__mo__general,750002497,750011723,State House,79,
20121106__mo__general,750002497,750011724,State House,80,
20121106__mo__general,750002497,750011725,State House,81,
20121106__mo__general,750002497,750011726,State House,82,
20121106__mo__general,750002497,750011727,State House,83,
20121106__mo__general,750002497,750011728,State House,84,
20121106__mo__general,750002497,750011729,State House,85,
20121106__mo__general,750002497,750011730,State House,86,
20121106__mo__general,750002497,750011731,State House,87,
20121106__mo__general,750002497,750011732,State House,88,
20121106__mo__general,750002497,750011733,State House,89,
20121106__mo__general,750002497,750011734,State House,90,
20121106__mo__general,750002497,750011735,State House,91,
20121106__mo__general,750002497,750011736,State House,92,
20121106__mo__general,750002497,750011737,State House,93,
20121106__mo__general,750002497,750011738,State House,94,
20121106__mo__general,750002497,750011739,State House,95,
20121106__mo__general,750002497,750011740,State House,96,
20121106__mo__general,750002497,750011741,State House,97,
20121106__mo__general,750002497,750011742,State House,98,
20121106__mo__general,750002497,750011743,State House,99,
20121106__mo__general,750002497,750011744,State House,100,
20121106__mo__general,750002497,750011745,State House,101,
20121106__mo__general,750002497,750011746,State House,102,
20121106__mo__general,750002497,750011747,State House,103,
20121106__mo__general,750002497,750011748,State House,104,
20121106__mo__general,750002497,750011749,State House,105,
20121106__mo__general,750002497,750011750,State House,106,
20121106__mo__general,750002497,750011751,State House,107,
20121106__mo__general,750002497,750011752,State House,108,
20121106__mo__general,750002497,750011753,State House,109,
20121106__mo__general,750002497,750011754,State House,110,
20121106__mo__general,750002497,750012987,State House,111,
20121106__mo__general,750002497,750012986,State House,112,
20121106__mo__general,750002497,750012988,State House,113,
20121106__mo__general,750002497,750012989,State House,114,
20121106__mo__general,750002497,750012990,State House,115,
20121106__mo__general,750002497,750012991,State House,116,
20121106__mo__general,750002497,750012992,State House,117,
20121106__mo__general,750002497,750012993,State House,118,
20121106__mo__general,750002497,750012994,State House,119,
20121106__mo__general,750002497,750012995,State House,120,
20121106__mo__general,750002497,750012996,State House,121,
20121106__mo__general,750002497,750012997,State House,122,
20121106__mo__general,750002497,750012998,State House,123,
20121106__mo__general,750002497,750012999,State House,124,
20121106__mo__general,750002497,750013000,State House,125,
20121106__mo__general,750002497,750013001,State House,126,
20121106__mo__general,750002497,750013002,State House,127,
20121106__mo__general,750002497,750013003,State House,128,
20121106__mo__general,750002497,750013004,State House,129,
20121106__mo__general,750002497,750013005,State House,130,
20121106__mo__general,750002497,750013006,State House,131,
20121106__mo__general,750002497,750013008,State House,132,
20121106__mo__general,750002497,750013009,State House,133,
20121106__mo__general,750002497,750013633,State House,134,
20121106__mo__general,750002497,750013011,State House,135,
20121106__mo__general,750002497,750013012,State House,136,
20121106__mo__general,750002497,750013013,State House,137,
20121106__mo__general,750002497,750013014,State House,138,
20121106__mo__general,750002497,750013015,State House,139,
20121106__mo__general,750002497,750013016,State House,140,
20121106__mo__general,750002497,750013017,State House,141,
20121106__mo__general,750002497,750013018,State House,142,
20121106__mo__general,750002497,750013019,State House,143,
20121106__mo__general,750002497,750013020,State House,144,
20121106__mo__general,750002497,750013021,State House,145,
20121106__mo__general,750002497,750013022,State House,146,
20121106__mo__general,750002497,750013023,State House,147,
20121106__mo__general,750002497,750013024,State House,148,
20121106__mo__general,750002497,750011755,State House,149,
20121106__mo__general,750002497,750011756,State House,150,
20121106__mo__general,750002497,750011757,State House,151,
20121106__mo__general,750002497,750011758,State House,152,
20121106__mo__general,750002497,750011759,State House,153,
20121106__mo__general,750002497,750011760,State House,154,
20121106__mo__general,750002497,750011761,State House,155,
20121106__mo__general,750002497,750011762,State House,156,
20121106__mo__general,750002497,750011763,State House,157,
20121106__mo__general,750002497,750011764,State House,158,
20121106__mo__general,750002497,750011765,State House,159,
20121106__mo__general,750002497,750011766,State House,160,
20121106__mo__general,750002497,750011767,State House,161,
20121106__mo__general,750002497,750011768,State House,162,
20121106__mo__general,750002497,750011769,State House,163,
20140805__mo__special__general__state_house__67,55533333,750017444,State House,67,TRUE
