county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,GRE,JEROME HOWARD BAUER,2,2,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,2,2,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,GRE,PAUL LEHMANN,2,2,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,GRE,JOSEPH CIVETTINI,2,2,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",State Senate,7,GRE,NATHAN KLINE,2,2,0,0
Kansas City,"W25-P7,4,9",State Senate,7,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W25-P7,4,9",State House,36,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,CON,PAUL VENABLE,1,1,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",Ballots Cast,,,,117,100,0,17
Kansas City,"W25-P10,11",Ballots Cast,,NON,,1,1,0,0
Kansas City,"W25-P10,11",Ballots Cast,,REP,,66,62,0,4
Kansas City,"W25-P10,11",Ballots Cast,,DEM,,50,37,0,13
Kansas City,"W25-P10,11",Ballots Cast,,LIB,,0,0,0,0
Kansas City,"W25-P10,11",Ballots Cast,,GRE,,0,0,0,0
Kansas City,"W25-P10,11",Ballots Cast,,CON,,0,0,0,0
Kansas City,"W25-P10,11",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,47,32,0,15
Kansas City,"W25-P10,11",CONSTITUTIONAL AMENDMENT NO. 2,,,No,66,64,0,2
Kansas City,"W25-P10,11",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,113,96,0,17
Kansas City,"W25-P10,11",GOVERNOR,,REP,RALEIGH RITTER,4,3,0,1
Kansas City,"W25-P10,11",GOVERNOR,,REP,MIKE PARSON,56,53,0,3
Kansas City,"W25-P10,11",GOVERNOR,,REP,JAMES W. (JIM) NEELY,2,2,0,0
Kansas City,"W25-P10,11",GOVERNOR,,REP,SAUNDRA MCDOWELL,3,3,0,0
Kansas City,"W25-P10,11",GOVERNOR,,REP,Total Votes Cast,65,61,0,4
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,5,5,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,40,36,0,4
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,4,4,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,9,9,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,58,54,0,4
Kansas City,"W25-P10,11",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,63,59,0,4
Kansas City,"W25-P10,11",SECRETARY OF STATE,,REP,Total Votes Cast,63,59,0,4
Kansas City,"W25-P10,11",STATE TREASURER,,REP,SCOTT FITZPATRICK,63,59,0,4
Kansas City,"W25-P10,11",STATE TREASURER,,REP,Total Votes Cast,63,59,0,4
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,REP,ERIC SCHMITT,63,59,0,4
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,REP,Total Votes Cast,63,59,0,4
Kansas City,"W25-P10,11",U.S. House,5,REP,CLAY CHASTAIN,8,6,0,2
Kansas City,"W25-P10,11",U.S. House,5,REP,RYAN DERKS,19,18,0,1
Kansas City,"W25-P10,11",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,1,1,0,0
Kansas City,"W25-P10,11",U.S. House,5,REP,RICHONDA OAKS,1,1,0,0
Kansas City,"W25-P10,11",U.S. House,5,REP,R H (TWIN BEARS) HESS,3,3,0,0
Kansas City,"W25-P10,11",U.S. House,5,REP,JERRY W BARHAM,26,25,0,1
Kansas City,"W25-P10,11",U.S. House,5,REP,Total Votes Cast,58,54,0,4
Kansas City,"W25-P10,11",State Senate,7,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State House,37,REP,"JOHN D. BOYD,JR.",58,54,0,4
Kansas City,"W25-P10,11",State House,37,REP,Total Votes Cast,58,54,0,4
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,56,52,0,4
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,56,52,0,4
Kansas City,"W25-P10,11",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,REP,GALEN VERHULST,51,47,0,4
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,REP,Write-In Totals,1,1,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,REP,Total Votes Cast,52,48,0,4
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,REP,DEE VERHULST,52,48,0,4
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,REP,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,REP,Total Votes Cast,52,48,0,4
Kansas City,"W25-P10,11",GOVERNOR,,DEM,NICOLE GALLOWAY,32,22,0,10
Kansas City,"W25-P10,11",GOVERNOR,,DEM,JIMMIE MATTHEWS,1,1,0,0
Kansas City,"W25-P10,11",GOVERNOR,,DEM,ANTOIN JOHNSON,4,1,0,3
Kansas City,"W25-P10,11",GOVERNOR,,DEM,ERIC MORRISON,3,3,0,0
Kansas City,"W25-P10,11",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,2,2,0,0
Kansas City,"W25-P10,11",GOVERNOR,,DEM,Total Votes Cast,42,29,0,13
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,10,10,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,27,17,0,10
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,37,27,0,10
Kansas City,"W25-P10,11",SECRETARY OF STATE,,DEM,YINKA FALETI,34,24,0,10
Kansas City,"W25-P10,11",SECRETARY OF STATE,,DEM,Total Votes Cast,34,24,0,10
Kansas City,"W25-P10,11",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,34,24,0,10
Kansas City,"W25-P10,11",STATE TREASURER,,DEM,Total Votes Cast,34,24,0,10
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,DEM,RICH FINNERAN,22,19,0,3
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,DEM,ELAD GROSS,14,7,0,7
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,DEM,Total Votes Cast,36,26,0,10
Kansas City,"W25-P10,11",U.S. House,5,DEM,EMANUEL CLEAVER II,35,23,0,12
Kansas City,"W25-P10,11",U.S. House,5,DEM,MAITE SALAZAR,14,13,0,1
Kansas City,"W25-P10,11",U.S. House,5,DEM,Total Votes Cast,49,36,0,13
Kansas City,"W25-P10,11",State Senate,7,DEM,MICHAEL R. BROWN,14,14,0,0
Kansas City,"W25-P10,11",State Senate,7,DEM,GREG RAZER,27,14,0,13
Kansas City,"W25-P10,11",State Senate,7,DEM,Total Votes Cast,41,28,0,13
Kansas City,"W25-P10,11",State House,37,DEM,ANNETTE TURNBAUGH,36,26,0,10
Kansas City,"W25-P10,11",State House,37,DEM,Total Votes Cast,36,26,0,10
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,34,21,0,13
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,34,21,0,13
Kansas City,"W25-P10,11",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,33,20,0,13
Kansas City,"W25-P10,11",SHERIFF Jackson County,,DEM,MIKE SHARP,15,15,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,DEM,Total Votes Cast,48,35,0,13
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,DEM,DARRELL CURLS,32,22,0,10
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,DEM,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,DEM,Total Votes Cast,32,22,0,10
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,DEM,NIKKI CROCKER JOHNSON,21,14,0,7
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,DEM,MARIA ALLEN,15,12,0,3
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Total Votes Cast,36,26,0,10
Kansas City,"W25-P10,11",GOVERNOR,,LIB,RIK COMBS,0,0,0,0
Kansas City,"W25-P10,11",GOVERNOR,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,LIB,ROBIN DOMINICK,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State House,37,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",State House,37,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",GOVERNOR,,GRE,JEROME HOWARD BAUER,0,0,0,0
Kansas City,"W25-P10,11",GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,GRE,PAUL LEHMANN,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,GRE,JOSEPH CIVETTINI,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,GRE,NATHAN KLINE,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State House,37,GRE,DANIEL KARAM,0,0,0,0
Kansas City,"W25-P10,11",State House,37,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,CON,PAUL VENABLE,0,0,0,0
Kansas City,"W25-P10,11",SECRETARY OF STATE,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",State House,37,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",State House,37,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P10,11",COUNTY COMMITTEEWOMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,,,778,674,9,95
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,NON,,22,21,0,1
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,REP,,107,97,0,10
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,DEM,,642,549,9,84
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,LIB,,5,5,0,0
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,GRE,,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",Ballots Cast,,CON,,2,2,0,0
Kansas City,"W25-P8,1,2,5,6",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,645,557,9,79
Kansas City,"W25-P8,1,2,5,6",CONSTITUTIONAL AMENDMENT NO. 2,,,No,121,107,0,14
Kansas City,"W25-P8,1,2,5,6",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,766,664,9,93
Kansas City,"W25-P8,1,2,5,6",Question Hickman Mills C-1 SD,,,Yes,637,556,8,73
Kansas City,"W25-P8,1,2,5,6",Question Hickman Mills C-1 SD,,,No,123,102,1,20
Kansas City,"W25-P8,1,2,5,6",Question Hickman Mills C-1 SD,,,Total Votes Cast,760,658,9,93
Kansas City,"W25-P8,1,2,5,6",GOVERNOR,,REP,RALEIGH RITTER,6,5,0,1
Kansas City,"W25-P8,1,2,5,6",GOVERNOR,,REP,MIKE PARSON,81,72,0,9
Kansas City,"W25-P8,1,2,5,6",GOVERNOR,,REP,JAMES W. (JIM) NEELY,7,7,0,0
Kansas City,"W25-P8,1,2,5,6",GOVERNOR,,REP,SAUNDRA MCDOWELL,13,13,0,0
Kansas City,"W25-P8,1,2,5,6",GOVERNOR,,REP,Total Votes Cast,107,97,0,10
Kansas City,"W25-P8,1,2,5,6",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,6,6,0,0
Kansas City,"W25-P8,1,2,5,6",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,57,49,0,8
Kansas City,"W25-P8,1,2,5,6",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,8,8,0,0
Kansas City,"W25-P8,1,2,5,6",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,30,28,0,2
Kansas City,"W25-P8,1,2,5,6",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,101,91,0,10
Kansas City,"W25-P8,1,2,5,6",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,97,87,0,10
Kansas City,"W25-P8,1,2,5,6",SECRETARY OF STATE,,REP,Total Votes Cast,97,87,0,10
Kansas City,"W25-P8,1,2,5,6",STATE TREASURER,,REP,SCOTT FITZPATRICK,93,84,0,9
Kansas City,"W25-P8,1,2,5,6",STATE TREASURER,,REP,Total Votes Cast,93,84,0,9
Kansas City,"W25-P8,1,2,5,6",ATTORNEY GENERAL,,REP,ERIC SCHMITT,94,84,0,10
Kansas City,"W25-P8,1,2,5,6",ATTORNEY GENERAL,,REP,Total Votes Cast,94,84,0,10
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,CLAY CHASTAIN,15,14,0,1
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,RYAN DERKS,34,31,0,3
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,7,5,0,2
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,RICHONDA OAKS,7,7,0,0
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,R H (TWIN BEARS) HESS,9,7,0,2
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,JERRY W BARHAM,29,27,0,2
Kansas City,"W25-P8,1,2,5,6",U.S. House,5,REP,Total Votes Cast,101,91,0,10
Kansas City,"W25-P8,1,2,5,6",State Senate,7,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",State Senate,7,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",State House,36,REP,NOLA WOOD,92,82,0,10
Kansas City,"W25-P8,1,2,5,6",State House,36,REP,Total Votes Cast,92,82,0,10
Kansas City,"W25-P8,1,2,5,6",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,91,82,0,9
Kansas City,"W25-P8,1,2,5,6",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,91,82,0,9
Kansas City,"W25-P8,1,2,5,6",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P8,1,2,5,6",COUNTY COMMITTEEMAN Ward 25,,REP,GALEN VERHULST,87,77,0,10
Kansas City,"W25-P8,1,2,5,6",COUNTY COMMITTEEMAN Ward 25,,REP,Write-In Totals,2,2,0,0
Kansas City,"W25-P8,1,2,5,6",COUNTY COMMITTEEMAN Ward 25,,REP,Total Votes Cast,89,79,0,10
Kansas City,"W25-P8,1,2,5,6",COUNTY COMMITTEEWOMAN Ward 25,,REP,DEE VERHULST,85,75,0,10
