county,precinct,office,district,party,candidate,votes
CRAWFORD,U.S. Senate,,DEM,"Wagganer, Ronald William",258
CRAWFORD,U.S. Senate,,DEM,"Carnahan, Mel",903
CRAWFORD,U.S. Senate,,REP,"Ashcroft, John",1817
CRAWFORD,U.S. Senate,,REP,"Perkel, Marc",315
CRAWFORD,U.S. Senate,,LIB,"Stauffer, Grant Samuel",2
CRAWFORD,Governor,,DEM,"Holden, Bob",1048
CRAWFORD,Governor,,REP,"Macy, Elgar",139
CRAWFORD,Governor,,REP,"Talent, Jim",1752
CRAWFORD,Governor,,REP,"Sievers, Jennie Lee (Jen)",189
CRAWFORD,Governor,,LIB,"Swenson, John M.",2
CRAWFORD,Governor,,LIB,"Illyes, Dick",1
CRAWFORD,Governor,,CST,"Smith, Richard L.",1
CRAWFORD,Lieutenant Governor,,DEM,"Maxwell, Joe",663
CRAWFORD,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",235
CRAWFORD,Lieutenant Governor,,DEM,"Powell, Catherine",214
CRAWFORD,Lieutenant Governor,,REP,"Ortwerth, Joe",694
CRAWFORD,Lieutenant Governor,,REP,"Bailey, Wendell",1305
CRAWFORD,Lieutenant Governor,,LIB,"Horras, Phillip W.",2
CRAWFORD,Lieutenant Governor,,CST,"Wells, Bob",1
CRAWFORD,Secretary of State,,DEM,"Gaw, Steve",552
CRAWFORD,Secretary of State,,DEM,"Askew, James J.",483
CRAWFORD,Secretary of State,,REP,"Blunt, Matt",1301
CRAWFORD,Secretary of State,,REP,"Peterman, Raymond W.",223
CRAWFORD,Secretary of State,,REP,"Crump, Robert J.",400
CRAWFORD,Secretary of State,,LIB,"Southard, Jane Spence",2
CRAWFORD,Secretary of State,,CST,"Ivanovich, Donna L.",1
CRAWFORD,State Treasurer,,DEM,"May, Brian",390
CRAWFORD,State Treasurer,,DEM,"Farmer, Nancy",506
CRAWFORD,State Treasurer,,DEM,"Lakin, Scott",157
CRAWFORD,State Treasurer,,REP,"Boeke, Chester (Chet)",613
CRAWFORD,State Treasurer,,REP,"Graves, Todd",1158
CRAWFORD,State Treasurer,,LIB,"Trembley, Arnold J.",2
CRAWFORD,State Treasurer,,CST,"Culligan, Kerry",1
CRAWFORD,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1050
CRAWFORD,Attorney General,,REP,"Jones, Sam",1679
CRAWFORD,Attorney General,,LIB,"Moore, Mitch",1
CRAWFORD,Attorney General,,DEM,"Durnell, Earl",421
CRAWFORD,Attorney General,,DEM,"Camp, Bob",592
CRAWFORD,Attorney General,,REP,"Emerson, Jo Ann",1978
CRAWFORD,Attorney General,,LIB,"Hendricks, Jr., John B.",2
CRAWFORD,Attorney General,,DEM,"Overschmidt, Francis",220
CRAWFORD,Attorney General,,REP,"Goddard, Cheryl",209
CRAWFORD,Attorney General,,DEM,"Pendleton, Marilyn J.",96
CRAWFORD,Attorney General,,DEM,"Trokey, Bob",63
CRAWFORD,Attorney General,,REP,"Froelker, Jim",200
CRAWFORD,Attorney General,,DEM,"Barnitz, Frank A.",620
CRAWFORD,Attorney General,,REP,"Bruner, Elizabeth",480
CRAWFORD,Attorney General,,REP,"McLain, Gerald (Jerry)",595
CRAWFORD,Attorney General,,REP,"Heyer, Walter T.",334
CRAWFORD,Attorney General,,REP,"Wilber, Richard",234
CRAWFORD,Attorney General,,DEM,"Seay, William Camm",1008
DADE,U.S. Senate,,DEM,"Wagganer, Ronald William",28
DADE,U.S. Senate,,DEM,"Carnahan, Mel",167
DADE,U.S. Senate,,REP,"Ashcroft, John",1962
DADE,U.S. Senate,,REP,"Perkel, Marc",278
DADE,U.S. Senate,,LIB,"Stauffer, Grant Samuel",4
DADE,Governor,,DEM,"Holden, Bob",180
DADE,Governor,,REP,"Macy, Elgar",143
DADE,Governor,,REP,"Talent, Jim",1656
DADE,Governor,,REP,"Sievers, Jennie Lee (Jen)",256
DADE,Governor,,LIB,"Swenson, John M.",3
DADE,Governor,,LIB,"Illyes, Dick",1
DADE,Governor,,CST,"Smith, Richard L.",0
DADE,Lieutenant Governor,,DEM,"Maxwell, Joe",124
DADE,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",21
DADE,Lieutenant Governor,,DEM,"Powell, Catherine",37
DADE,Lieutenant Governor,,REP,"Ortwerth, Joe",834
DADE,Lieutenant Governor,,REP,"Bailey, Wendell",1237
DADE,Lieutenant Governor,,LIB,"Horras, Phillip W.",4
DADE,Lieutenant Governor,,CST,"Wells, Bob",0
DADE,Secretary of State,,DEM,"Gaw, Steve",46
DADE,Secretary of State,,DEM,"Askew, James J.",121
DADE,Secretary of State,,REP,"Blunt, Matt",1769
DADE,Secretary of State,,REP,"Peterman, Raymond W.",155
DADE,Secretary of State,,REP,"Crump, Robert J.",188
DADE,Secretary of State,,LIB,"Southard, Jane Spence",4
DADE,Secretary of State,,CST,"Ivanovich, Donna L.",0
DADE,State Treasurer,,DEM,"May, Brian",51
DADE,State Treasurer,,DEM,"Farmer, Nancy",70
DADE,State Treasurer,,DEM,"Lakin, Scott",56
DADE,State Treasurer,,REP,"Boeke, Chester (Chet)",559
DADE,State Treasurer,,REP,"Graves, Todd",1325
DADE,State Treasurer,,LIB,"Trembley, Arnold J.",4
DADE,State Treasurer,,CST,"Culligan, Kerry",0
DADE,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",178
DADE,Attorney General,,REP,"Jones, Sam",1705
DADE,Attorney General,,LIB,"Moore, Mitch",4
DADE,Attorney General,,DEM,"Christrup, Charles",156
DADE,Attorney General,,REP,"Blunt, Roy",1905
DADE,Attorney General,,REP,"Harman, Mike",319
DADE,Attorney General,,LIB,"Burlison, Doug",4
DADE,Attorney General,,REP,"Miller, Ronnie",2018
DADE,Attorney General,,DEM,"Darnold, C. David",167
DADE,Attorney General,,REP,"Bickel, James R.",1687
DALLAS,U.S. Senate,,DEM,"Wagganer, Ronald William",140
DALLAS,U.S. Senate,,DEM,"Carnahan, Mel",586
DALLAS,U.S. Senate,,REP,"Ashcroft, John",2253
DALLAS,U.S. Senate,,REP,"Perkel, Marc",353
DALLAS,U.S. Senate,,LIB,"Stauffer, Grant Samuel",1
DALLAS,Governor,,DEM,"Holden, Bob",649
DALLAS,Governor,,REP,"Macy, Elgar",138
DALLAS,Governor,,REP,"Talent, Jim",1961
DALLAS,Governor,,REP,"Sievers, Jennie Lee (Jen)",320
DALLAS,Governor,,LIB,"Swenson, John M.",0
DALLAS,Governor,,LIB,"Illyes, Dick",1
DALLAS,Governor,,CST,"Smith, Richard L.",0
DALLAS,Lieutenant Governor,,DEM,"Maxwell, Joe",424
DALLAS,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",108
DALLAS,Lieutenant Governor,,DEM,"Powell, Catherine",149
DALLAS,Lieutenant Governor,,REP,"Ortwerth, Joe",650
DALLAS,Lieutenant Governor,,REP,"Bailey, Wendell",1734
DALLAS,Lieutenant Governor,,LIB,"Horras, Phillip W.",1
DALLAS,Lieutenant Governor,,CST,"Wells, Bob",0
DALLAS,Secretary of State,,DEM,"Gaw, Steve",184
DALLAS,Secretary of State,,DEM,"Askew, James J.",443
DALLAS,Secretary of State,,REP,"Blunt, Matt",1996
DALLAS,Secretary of State,,REP,"Peterman, Raymond W.",226
DALLAS,Secretary of State,,REP,"Crump, Robert J.",215
DALLAS,Secretary of State,,LIB,"Southard, Jane Spence",1
DALLAS,Secretary of State,,CST,"Ivanovich, Donna L.",0
DALLAS,State Treasurer,,DEM,"May, Brian",240
DALLAS,State Treasurer,,DEM,"Farmer, Nancy",260
DALLAS,State Treasurer,,DEM,"Lakin, Scott",154
DALLAS,State Treasurer,,REP,"Boeke, Chester (Chet)",536
DALLAS,State Treasurer,,REP,"Graves, Todd",1647
DALLAS,State Treasurer,,LIB,"Trembley, Arnold J.",1
DALLAS,State Treasurer,,CST,"Culligan, Kerry",0
DALLAS,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",652
DALLAS,Attorney General,,REP,"Jones, Sam",1925
DALLAS,Attorney General,,LIB,"Moore, Mitch",1
DALLAS,Attorney General,,DEM,"Skelton, Ike",656
DALLAS,Attorney General,,REP,"Brown, Bob",774
DALLAS,Attorney General,,REP,"Noland, Jim",1543
DALLAS,Attorney General,,LIB,"Knapp, Thomas L.",1
DALLAS,Attorney General,,DEM,"Keith, Clifford",358
DALLAS,Attorney General,,DEM,"Ichord, Clara R.",273
DALLAS,Attorney General,,REP,"Russell, John T.",2124
DALLAS,Attorney General,,DEM,"Meyer, Richard",405
DALLAS,Attorney General,,REP,"Legan, Ken",1476
DALLAS,Attorney General,,REP,"Hill, Chester",406
DALLAS,Attorney General,,DEM,"Massey, Paul",153
DALLAS,Attorney General,,REP,"Long, Beth",591
DALLAS,Attorney General,,DEM,"Parks, John A.",569
DALLAS,Attorney General,,REP,"Sims, John W. (Bill)",811
DALLAS,Attorney General,,REP,"Brown, Mike",836
DALLAS,Attorney General,,REP,"Ankrom, Charles G.",893
DAVIESS,U.S. Senate,,DEM,"Wagganer, Ronald William",276
DAVIESS,U.S. Senate,,DEM,"Carnahan, Mel",915
DAVIESS,U.S. Senate,,REP,"Ashcroft, John",573
DAVIESS,U.S. Senate,,REP,"Perkel, Marc",71
DAVIESS,U.S. Senate,,LIB,"Stauffer, Grant Samuel",0
DAVIESS,Governor,,DEM,"Holden, Bob",1046
DAVIESS,Governor,,REP,"Macy, Elgar",72
DAVIESS,Governor,,REP,"Talent, Jim",418
DAVIESS,Governor,,REP,"Sievers, Jennie Lee (Jen)",104
DAVIESS,Governor,,LIB,"Swenson, John M.",0
DAVIESS,Governor,,LIB,"Illyes, Dick",0
DAVIESS,Governor,,CST,"Smith, Richard L.",0
DAVIESS,Lieutenant Governor,,DEM,"Maxwell, Joe",647
DAVIESS,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",191
DAVIESS,Lieutenant Governor,,DEM,"Powell, Catherine",256
DAVIESS,Lieutenant Governor,,REP,"Ortwerth, Joe",123
DAVIESS,Lieutenant Governor,,REP,"Bailey, Wendell",461
DAVIESS,Lieutenant Governor,,LIB,"Horras, Phillip W.",0
DAVIESS,Lieutenant Governor,,CST,"Wells, Bob",0
DAVIESS,Secretary of State,,DEM,"Gaw, Steve",463
DAVIESS,Secretary of State,,DEM,"Askew, James J.",613
DAVIESS,Secretary of State,,REP,"Blunt, Matt",372
DAVIESS,Secretary of State,,REP,"Peterman, Raymond W.",96
DAVIESS,Secretary of State,,REP,"Crump, Robert J.",90
DAVIESS,Secretary of State,,LIB,"Southard, Jane Spence",0
DAVIESS,Secretary of State,,CST,"Ivanovich, Donna L.",0
DAVIESS,State Treasurer,,DEM,"May, Brian",235
DAVIESS,State Treasurer,,DEM,"Farmer, Nancy",560
DAVIESS,State Treasurer,,DEM,"Lakin, Scott",268
DAVIESS,State Treasurer,,REP,"Boeke, Chester (Chet)",100
DAVIESS,State Treasurer,,REP,"Graves, Todd",465
DAVIESS,State Treasurer,,LIB,"Trembley, Arnold J.",0
DAVIESS,State Treasurer,,CST,"Culligan, Kerry",0
DAVIESS,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1025
DAVIESS,Attorney General,,REP,"Jones, Sam",548
DAVIESS,Attorney General,,LIB,"Moore, Mitch",0
DAVIESS,Attorney General,,DEM,"Danner, Steve",769
DAVIESS,Attorney General,,DEM,"Mann, Tom",159
DAVIESS,Attorney General,,DEM,"Reeves, Sandra Lee",112
DAVIESS,Attorney General,,DEM,"Cox, Ida",157
DAVIESS,Attorney General,,REP,"DeSelms, Jack C.",9
DAVIESS,Attorney General,,REP,"Loar, Teresa Anne",31
DAVIESS,Attorney General,,REP,"Dady, John",12
DAVIESS,Attorney General,,REP,"Bailey, Jeff",46
DAVIESS,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",531
DAVIESS,Attorney General,,LIB,"Dykes, Jimmy",0
DAVIESS,Attorney General,,REP,"Klindt, David G.",602
DAVIESS,Attorney General,,DEM,"Bosler, Tim",355
DAVIESS,Attorney General,,DEM,"Elliott, Brent",802
DAVIESS,Attorney General,,REP,"McElwain, Warren L.",383
DAVIESS,Attorney General,,REP,"Valbracht, James P.",208
DAVIESS,Attorney General,,DEM,"Griffin, Stephen K.",1015
DEKALB,U.S. Senate,,DEM,"Wagganer, Ronald William",169
DEKALB,U.S. Senate,,DEM,"Carnahan, Mel",621
DEKALB,U.S. Senate,,REP,"Ashcroft, John",895
DEKALB,U.S. Senate,,REP,"Perkel, Marc",89
DEKALB,U.S. Senate,,LIB,"Stauffer, Grant Samuel",3
DEKALB,Governor,,DEM,"Holden, Bob",684
DEKALB,Governor,,REP,"Macy, Elgar",44
DEKALB,Governor,,REP,"Talent, Jim",749
DEKALB,Governor,,REP,"Sievers, Jennie Lee (Jen)",140
DEKALB,Governor,,LIB,"Swenson, John M.",1
DEKALB,Governor,,LIB,"Illyes, Dick",2
DEKALB,Governor,,CST,"Smith, Richard L.",0
DEKALB,Lieutenant Governor,,DEM,"Maxwell, Joe",426
DEKALB,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",125
DEKALB,Lieutenant Governor,,DEM,"Powell, Catherine",191
DEKALB,Lieutenant Governor,,REP,"Ortwerth, Joe",182
DEKALB,Lieutenant Governor,,REP,"Bailey, Wendell",716
DEKALB,Lieutenant Governor,,LIB,"Horras, Phillip W.",3
DEKALB,Lieutenant Governor,,CST,"Wells, Bob",0
DEKALB,Secretary of State,,DEM,"Gaw, Steve",371
DEKALB,Secretary of State,,DEM,"Askew, James J.",353
DEKALB,Secretary of State,,REP,"Blunt, Matt",621
DEKALB,Secretary of State,,REP,"Peterman, Raymond W.",134
DEKALB,Secretary of State,,REP,"Crump, Robert J.",110
DEKALB,Secretary of State,,LIB,"Southard, Jane Spence",3
DEKALB,Secretary of State,,CST,"Ivanovich, Donna L.",0
DEKALB,State Treasurer,,DEM,"May, Brian",196
DEKALB,State Treasurer,,DEM,"Farmer, Nancy",377
DEKALB,State Treasurer,,DEM,"Lakin, Scott",136
DEKALB,State Treasurer,,REP,"Boeke, Chester (Chet)",123
DEKALB,State Treasurer,,REP,"Graves, Todd",774
DEKALB,State Treasurer,,LIB,"Trembley, Arnold J.",3
DEKALB,State Treasurer,,CST,"Culligan, Kerry",0
DEKALB,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",674
DEKALB,Attorney General,,REP,"Jones, Sam",840
DEKALB,Attorney General,,LIB,"Moore, Mitch",3
DEKALB,Attorney General,,DEM,"Danner, Steve",544
DEKALB,Attorney General,,DEM,"Mann, Tom",118
DEKALB,Attorney General,,DEM,"Reeves, Sandra Lee",82
DEKALB,Attorney General,,DEM,"Cox, Ida",61
DEKALB,Attorney General,,REP,"DeSelms, Jack C.",7
DEKALB,Attorney General,,REP,"Loar, Teresa Anne",64
DEKALB,Attorney General,,REP,"Dady, John",12
DEKALB,Attorney General,,REP,"Bailey, Jeff",55
DEKALB,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",823
DEKALB,Attorney General,,LIB,"Dykes, Jimmy",3
DEKALB,Attorney General,,REP,"Hegeman, Dan",585
DEKALB,Attorney General,,DEM,"Relford, Randall H.",395
DEKALB,Attorney General,,DEM,"Bosler, Tim",227
DEKALB,Attorney General,,DEM,"Elliott, Brent",488
DEKALB,Attorney General,,REP,"McElwain, Warren L.",904
DEKALB,Attorney General,,REP,"Valbracht, James P.",113
DEKALB,Attorney General,,DEM,"Griffin, Stephen K.",656
DENT,U.S. Senate,,DEM,"Wagganer, Ronald William",465
DENT,U.S. Senate,,DEM,"Carnahan, Mel",995
DENT,U.S. Senate,,REP,"Ashcroft, John",888
DENT,U.S. Senate,,REP,"Perkel, Marc",79
DENT,U.S. Senate,,LIB,"Stauffer, Grant Samuel",1
DENT,Governor,,DEM,"Holden, Bob",1228
DENT,Governor,,REP,"Macy, Elgar",51
DENT,Governor,,REP,"Talent, Jim",807
DENT,Governor,,REP,"Sievers, Jennie Lee (Jen)",65
DENT,Governor,,LIB,"Swenson, John M.",1
DENT,Governor,,LIB,"Illyes, Dick",0
DENT,Governor,,CST,"Smith, Richard L.",3
DENT,Lieutenant Governor,,DEM,"Maxwell, Joe",738
DENT,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",316
DENT,Lieutenant Governor,,DEM,"Powell, Catherine",290
DENT,Lieutenant Governor,,REP,"Ortwerth, Joe",267
DENT,Lieutenant Governor,,REP,"Bailey, Wendell",634
DENT,Lieutenant Governor,,LIB,"Horras, Phillip W.",1
DENT,Lieutenant Governor,,CST,"Wells, Bob",3
DENT,Secretary of State,,DEM,"Gaw, Steve",567
DENT,Secretary of State,,DEM,"Askew, James J.",716
DENT,Secretary of State,,REP,"Blunt, Matt",702
DENT,Secretary of State,,REP,"Peterman, Raymond W.",78
DENT,Secretary of State,,REP,"Crump, Robert J.",99
DENT,Secretary of State,,LIB,"Southard, Jane Spence",1
DENT,Secretary of State,,CST,"Ivanovich, Donna L.",3
DENT,State Treasurer,,DEM,"May, Brian",533
DENT,State Treasurer,,DEM,"Farmer, Nancy",593
DENT,State Treasurer,,DEM,"Lakin, Scott",194
DENT,State Treasurer,,REP,"Boeke, Chester (Chet)",219
DENT,State Treasurer,,REP,"Graves, Todd",584
DENT,State Treasurer,,LIB,"Trembley, Arnold J.",1
DENT,State Treasurer,,CST,"Culligan, Kerry",3
DENT,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1239
DENT,Attorney General,,REP,"Jones, Sam",763
DENT,Attorney General,,LIB,"Moore, Mitch",1
DENT,Attorney General,,DEM,"Durnell, Earl",522
DENT,Attorney General,,DEM,"Camp, Bob",649
DENT,Attorney General,,REP,"Emerson, Jo Ann",932
DENT,Attorney General,,LIB,"Hendricks, Jr., John B.",1
DENT,Attorney General,,DEM,"Barnitz, Frank A.",1269
DENT,Attorney General,,REP,"Bruner, Elizabeth",160
DENT,Attorney General,,REP,"McLain, Gerald (Jerry)",147
DENT,Attorney General,,REP,"Heyer, Walter T.",90
DENT,Attorney General,,REP,"Wilber, Richard",544
DENT,Attorney General,,DEM,"Seay, William Camm",1333
DOUGLAS,U.S. Senate,,DEM,"Wagganer, Ronald William",28
DOUGLAS,U.S. Senate,,DEM,"Carnahan, Mel",100
DOUGLAS,U.S. Senate,,REP,"Ashcroft, John",2323
DOUGLAS,U.S. Senate,,REP,"Perkel, Marc",367
DOUGLAS,U.S. Senate,,LIB,"Stauffer, Grant Samuel",2
DOUGLAS,Governor,,DEM,"Holden, Bob",127
DOUGLAS,Governor,,REP,"Macy, Elgar",220
DOUGLAS,Governor,,REP,"Talent, Jim",1900
DOUGLAS,Governor,,REP,"Sievers, Jennie Lee (Jen)",293
DOUGLAS,Governor,,LIB,"Swenson, John M.",2
DOUGLAS,Governor,,LIB,"Illyes, Dick",0
DOUGLAS,Governor,,CST,"Smith, Richard L.",0
DOUGLAS,Lieutenant Governor,,DEM,"Maxwell, Joe",81
DOUGLAS,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",14
DOUGLAS,Lieutenant Governor,,DEM,"Powell, Catherine",29
DOUGLAS,Lieutenant Governor,,REP,"Ortwerth, Joe",652
DOUGLAS,Lieutenant Governor,,REP,"Bailey, Wendell",1853
DOUGLAS,Lieutenant Governor,,LIB,"Horras, Phillip W.",2
DOUGLAS,Lieutenant Governor,,CST,"Wells, Bob",0
DOUGLAS,Secretary of State,,DEM,"Gaw, Steve",59
DOUGLAS,Secretary of State,,DEM,"Askew, James J.",65
DOUGLAS,Secretary of State,,REP,"Blunt, Matt",2030
DOUGLAS,Secretary of State,,REP,"Peterman, Raymond W.",240
DOUGLAS,Secretary of State,,REP,"Crump, Robert J.",242
DOUGLAS,Secretary of State,,LIB,"Southard, Jane Spence",2
DOUGLAS,Secretary of State,,CST,"Ivanovich, Donna L.",0
DOUGLAS,State Treasurer,,DEM,"May, Brian",48
DOUGLAS,State Treasurer,,DEM,"Farmer, Nancy",53
DOUGLAS,State Treasurer,,DEM,"Lakin, Scott",23
DOUGLAS,State Treasurer,,REP,"Boeke, Chester (Chet)",539
DOUGLAS,State Treasurer,,REP,"Graves, Todd",1664
DOUGLAS,State Treasurer,,LIB,"Trembley, Arnold J.",2
DOUGLAS,State Treasurer,,CST,"Culligan, Kerry",0
DOUGLAS,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",118
DOUGLAS,Attorney General,,REP,"Jones, Sam",1942
DOUGLAS,Attorney General,,LIB,"Moore, Mitch",2
DOUGLAS,Attorney General,,DEM,"Christrup, Charles",115
DOUGLAS,Attorney General,,REP,"Blunt, Roy",2279
DOUGLAS,Attorney General,,REP,"Harman, Mike",390
DOUGLAS,Attorney General,,LIB,"Burlison, Doug",2
DOUGLAS,Attorney General,,REP,"Childers, Doyle",2205
DOUGLAS,Attorney General,,REP,"Long, Don",240
DOUGLAS,Attorney General,,REP,"Wood, C. Russell",823
DOUGLAS,Attorney General,,REP,"Kelly, Van",1288
DOUGLAS,Attorney General,,REP,"Johnson, Brad",500
DOUGLAS,Attorney General,,REP,"Moody, John Garner",2138
DUNKLIN,U.S. Senate,,DEM,"Wagganer, Ronald William",688
DUNKLIN,U.S. Senate,,DEM,"Carnahan, Mel",3047
DUNKLIN,U.S. Senate,,REP,"Ashcroft, John",534
DUNKLIN,U.S. Senate,,REP,"Perkel, Marc",21
DUNKLIN,U.S. Senate,,LIB,"Stauffer, Grant Samuel",3
DUNKLIN,Governor,,DEM,"Holden, Bob",3053
DUNKLIN,Governor,,REP,"Macy, Elgar",66
DUNKLIN,Governor,,REP,"Talent, Jim",375
DUNKLIN,Governor,,REP,"Sievers, Jennie Lee (Jen)",44
DUNKLIN,Governor,,LIB,"Swenson, John M.",1
DUNKLIN,Governor,,LIB,"Illyes, Dick",2
DUNKLIN,Governor,,CST,"Smith, Richard L.",0
DUNKLIN,Lieutenant Governor,,DEM,"Maxwell, Joe",1807
DUNKLIN,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",391
DUNKLIN,Lieutenant Governor,,DEM,"Powell, Catherine",913
DUNKLIN,Lieutenant Governor,,REP,"Ortwerth, Joe",134
DUNKLIN,Lieutenant Governor,,REP,"Bailey, Wendell",349
DUNKLIN,Lieutenant Governor,,LIB,"Horras, Phillip W.",3
DUNKLIN,Lieutenant Governor,,CST,"Wells, Bob",0
DUNKLIN,Secretary of State,,DEM,"Gaw, Steve",931
DUNKLIN,Secretary of State,,DEM,"Askew, James J.",2150
DUNKLIN,Secretary of State,,REP,"Blunt, Matt",316
DUNKLIN,Secretary of State,,REP,"Peterman, Raymond W.",62
DUNKLIN,Secretary of State,,REP,"Crump, Robert J.",85
DUNKLIN,Secretary of State,,LIB,"Southard, Jane Spence",2
DUNKLIN,Secretary of State,,CST,"Ivanovich, Donna L.",0
DUNKLIN,State Treasurer,,DEM,"May, Brian",780
DUNKLIN,State Treasurer,,DEM,"Farmer, Nancy",1461
DUNKLIN,State Treasurer,,DEM,"Lakin, Scott",715
DUNKLIN,State Treasurer,,REP,"Boeke, Chester (Chet)",140
DUNKLIN,State Treasurer,,REP,"Graves, Todd",287
DUNKLIN,State Treasurer,,LIB,"Trembley, Arnold J.",3
DUNKLIN,State Treasurer,,CST,"Culligan, Kerry",0
DUNKLIN,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",2926
DUNKLIN,Attorney General,,REP,"Jones, Sam",389
DUNKLIN,Attorney General,,LIB,"Moore, Mitch",2
DUNKLIN,Attorney General,,DEM,"Durnell, Earl",1076
DUNKLIN,Attorney General,,DEM,"Camp, Bob",1737
DUNKLIN,Attorney General,,REP,"Emerson, Jo Ann",521
DUNKLIN,Attorney General,,LIB,"Hendricks, Jr., John B.",3
DUNKLIN,Attorney General,,DEM,"Howard, Jerry T.",3094
DUNKLIN,Attorney General,,REP,"Enderle, Les",111
DUNKLIN,Attorney General,,REP,"Foster, Bill I.",388
DUNKLIN,Attorney General,,DEM,"Merideth, III, Denny J.",718
DUNKLIN,Attorney General,,DEM,"Britt, Phillip",2627
DUNKLIN,Attorney General,,DEM,"Sharp, Stephen R.",3345
FRANKLIN,U.S. Senate,,DEM,"Wagganer, Ronald William",1192
FRANKLIN,U.S. Senate,,DEM,"Carnahan, Mel",3193
FRANKLIN,U.S. Senate,,REP,"Ashcroft, John",5286
FRANKLIN,U.S. Senate,,REP,"Perkel, Marc",559
FRANKLIN,U.S. Senate,,LIB,"Stauffer, Grant Samuel",21
FRANKLIN,Governor,,DEM,"Holden, Bob",4011
FRANKLIN,Governor,,REP,"Macy, Elgar",199
FRANKLIN,Governor,,REP,"Talent, Jim",5330
FRANKLIN,Governor,,REP,"Sievers, Jennie Lee (Jen)",289
FRANKLIN,Governor,,LIB,"Swenson, John M.",13
FRANKLIN,Governor,,LIB,"Illyes, Dick",10
FRANKLIN,Governor,,CST,"Smith, Richard L.",11
FRANKLIN,Lieutenant Governor,,DEM,"Maxwell, Joe",2538
FRANKLIN,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",900
FRANKLIN,Lieutenant Governor,,DEM,"Powell, Catherine",800
FRANKLIN,Lieutenant Governor,,REP,"Ortwerth, Joe",2403
FRANKLIN,Lieutenant Governor,,REP,"Bailey, Wendell",3111
FRANKLIN,Lieutenant Governor,,LIB,"Horras, Phillip W.",21
FRANKLIN,Lieutenant Governor,,CST,"Wells, Bob",12
FRANKLIN,Secretary of State,,DEM,"Gaw, Steve",2324
FRANKLIN,Secretary of State,,DEM,"Askew, James J.",1721
FRANKLIN,Secretary of State,,REP,"Blunt, Matt",4006
FRANKLIN,Secretary of State,,REP,"Peterman, Raymond W.",600
FRANKLIN,Secretary of State,,REP,"Crump, Robert J.",723
FRANKLIN,Secretary of State,,LIB,"Southard, Jane Spence",22
FRANKLIN,Secretary of State,,CST,"Ivanovich, Donna L.",12
FRANKLIN,State Treasurer,,DEM,"May, Brian",1505
FRANKLIN,State Treasurer,,DEM,"Farmer, Nancy",1891
FRANKLIN,State Treasurer,,DEM,"Lakin, Scott",698
FRANKLIN,State Treasurer,,REP,"Boeke, Chester (Chet)",1543
FRANKLIN,State Treasurer,,REP,"Graves, Todd",3438
FRANKLIN,State Treasurer,,LIB,"Trembley, Arnold J.",22
FRANKLIN,State Treasurer,,CST,"Culligan, Kerry",12
FRANKLIN,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",4071
FRANKLIN,Attorney General,,REP,"Jones, Sam",4862
FRANKLIN,Attorney General,,LIB,"Moore, Mitch",19
FRANKLIN,Attorney General,,DEM,"Glawson, Michael Charles",1031
FRANKLIN,Attorney General,,DEM,"Terry, Joe Cefius",664
FRANKLIN,Attorney General,,DEM,"Carroll, Steven R.",2266
FRANKLIN,Attorney General,,REP,"Hulshof, Kenny",5531
FRANKLIN,Attorney General,,LIB,"Hoffman, Robert",23
FRANKLIN,Attorney General,,DEM,"Selby, Harold R.",233
FRANKLIN,Attorney General,,REP,"Wills, Quenten L.",195
FRANKLIN,Attorney General,,DEM,"Nash, Donald J.",1387
FRANKLIN,Attorney General,,REP,"Griesheimer, John E.",2505
FRANKLIN,Attorney General,,DEM,"Overschmidt, Francis",1129
FRANKLIN,Attorney General,,REP,"Goddard, Cheryl",897
FRANKLIN,Attorney General,,DEM,"Pendleton, Marilyn J.",684
FRANKLIN,Attorney General,,DEM,"Trokey, Bob",530
FRANKLIN,Attorney General,,REP,"Froelker, Jim",1799
FRANKLIN,Attorney General,,DEM,"Johnson, Prudence Fink",3832
FRANKLIN,Attorney General,,REP,"Wood, Gael D.",4946
GASCONADE,U.S. Senate,,DEM,"Wagganer, Ronald William",138
GASCONADE,U.S. Senate,,DEM,"Carnahan, Mel",502
GASCONADE,U.S. Senate,,REP,"Ashcroft, John",2199
