county,precinct,office,district,party,candidate,votes
ADAIR,U.S. Senator,,DEM,"Carnahan, Robin",2872
ADAIR,U.S. Senator,,REP,"Blunt, Roy",4464
ADAIR,U.S. Senator,,LIB,"Dine, Jonathan",156
ADAIR,U.S. Senator,,CST,"Beck, Jerry",97
ADAIR,U.S. Senator,,WI,"Miller, Jr., Frazier Glenn",0
ADAIR,U.S. Senator,,WI2,"Memoly, Mark S.",0
ADAIR,U.S. Senator,,WI3,"Wirick, Jeff",0
ADAIR,U.S. Senator,,WI4,"Wolfe, Richie L.",0
ADAIR,U.S. Senator,,WI5,"Bailey, Charlie L.",0
ADAIR,U.S. Senator,,WI6,"Hoinoski, Dale M",0
ADAIR,State Auditor,,DEM,"Montee, Susan",3155
ADAIR,State Auditor,,REP,"Schweich, Tom",3966
ADAIR,State Auditor,,LIB,"Baum, Charles W.",283
ADAIR,U.S. Representative,9,REP,"Luetkemeyer, Blaine",5374
ADAIR,U.S. Representative,9,LIB,"Dwyer, Christopher W.",1536
ADAIR,U.S. Representative,9,WI,"Reed, Clifford Jeffery (Jeff)",46
ADAIR,U.S. Representative,9,WI2,"Burrus, Ron",0
ADAIR,State Senator,18,DEM,"Shoemyer, Wes",3424
ADAIR,State Senator,18,REP,"Munzlinger, Brian",4119
ADAIR,State Representative,1,DEM,"Cottrell, Keri",7
ADAIR,State Representative,1,REP,"Redmon, Craig",11
ADAIR,State Representative,2,DEM,"McClanahan, Rebecca",3288
ADAIR,State Representative,2,REP,"Wyatt, Zachary",4314
ANDREW,U.S. Senator,,DEM,"Carnahan, Robin",1759
ANDREW,U.S. Senator,,REP,"Blunt, Roy",3864
ANDREW,U.S. Senator,,LIB,"Dine, Jonathan",148
ANDREW,U.S. Senator,,CST,"Beck, Jerry",128
ANDREW,U.S. Senator,,WI,"Miller, Jr., Frazier Glenn",0
ANDREW,U.S. Senator,,WI2,"Memoly, Mark S.",0
ANDREW,U.S. Senator,,WI3,"Wirick, Jeff",0
ANDREW,U.S. Senator,,WI4,"Wolfe, Richie L.",0
ANDREW,U.S. Senator,,WI5,"Bailey, Charlie L.",0
ANDREW,U.S. Senator,,WI6,"Hoinoski, Dale M",0
ANDREW,State Auditor,,DEM,"Montee, Susan",2405
ANDREW,State Auditor,,REP,"Schweich, Tom",3276
